,comment_text,label,party
843,💙🤝🏻💛,2,conservatives
844,😄🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
845,😂,0,conservatives
846,🤔,0,conservatives
847,💩,0,libdems
848,😡,0,conservatives
849,💙💙💙,0,conservatives
850,🐘,0,libdems
851,🙈,0,labour
852,🎄👍🇬🇧,2,conservatives
853,😡,0,conservatives
854,🎅,1,labour
855,☺,0,conservatives
856,😡,0,conservatives
857,💙🇬🇧,1,conservatives
858,🙄🙄,0,conservatives
859,🤣🤣🤣🤣,0,labour
860,❤️,2,conservatives
861,🙈,0,conservatives
862,😐,0,labour
863,😡,0,labour
864,👏👏,2,labour
865,🥃🇬🇧,1,conservatives
866,🎉,2,labour
867,🏆,2,labour
868,😥,0,conservatives
869,😆,0,conservatives
870,🤞,0,labour
871,😡😡😡,0,conservatives
872,😡,0,conservatives
873,😂,0,labour
874,🦃,0,labour
875,▶️▶️,1,libdems
876,😂🤣😂,0,conservatives
877,🤣🤣🤣,0,labour
878,🤣😂🤣,1,conservatives
879,😡,0,conservatives
880,😡,0,conservatives
881,😂😂,0,libdems
882,🔶🟡🟡🟡🟡🟡🟡,0,libdems
883,👏,2,labour
884,😈,0,conservatives
885,🤪,1,conservatives
886,🎉,2,labour
887,💡🙈🫣😑,0,conservatives
888,🤨,1,libdems
889,🧡🔶,1,libdems
890,💪🏼,1,labour
891,😈,0,labour
892,🥸,1,conservatives
893,🙂,2,libdems
894,🤬🤬🤬,0,labour
895,😂,0,conservatives
896,🤫🇬🇧🇪🇺,0,conservatives
897,🙄,0,conservatives
898,🤔,1,conservatives
899,🤔🤔,0,labour
900,✈️,0,conservatives
901,😡,0,conservatives
902,🤷,0,conservatives
903,🇬🇧💧,1,conservatives
904,🤡🤣🤣🤣🤣,0,conservatives
905,👍,2,conservatives
906,🙏,0,conservatives
907,😀,1,conservatives
908,🙂,2,libdems
909,👍,2,labour
910,🙈😡😡,0,conservatives
911,🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
912,😕,0,conservatives
913,😔😔🙄,0,labour
914,😂👍,0,labour
915,🙄,0,labour
916,🤔,1,labour
917,😊👍,2,conservatives
918,🐀,0,conservatives
919,⚡,1,conservatives
920,⬇️,1,libdems
921,😅,1,labour
922,👍,2,conservatives
923,🤷‍♂️,0,conservatives
924,🎉🎉🎉,1,libdems
925,😡,0,conservatives
926,👏🏻,2,labour
927,🥲😝😅😔,0,labour
928,😉👍,1,labour
929,🙂🙂🙂,1,labour
930,😡,0,conservatives
931,😡,0,conservatives
932,😂,0,libdems
933,🥱😫,0,labour
934,😡😡,0,conservatives
935,🤡,0,libdems
936,😡,0,conservatives
937,🤔,1,conservatives
938,👏👏👏👏,1,conservatives
939,🙄🤣,0,labour
940,🇬🇧👏👏,2,conservatives
941,😦,0,labour
942,🤔,1,conservatives
943,💪💪💪🤞,2,conservatives
944,❤,1,conservatives
945,🌹,2,labour
946,🤣,0,labour
947,🚴🏾‍♂️1️⃣🚅,1,libdems
948,😢,0,labour
949,🤔🤔🤔🤔🤔🤔🤔😏,0,labour
950,🧐,0,libdems
951,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0,conservatives
952,🍀,2,labour
953,😡💩💩,0,conservatives
954,💰,0,conservatives
955,🤔😩,0,labour
956,🤬🤬🤬,0,conservatives
957,🙈,0,conservatives
958,💯,0,labour
959,👇✔️✔️✔️✔️✔️✔️,0,labour
960,🟡🟡🟡,2,libdems
961,🤡🤡🤡🤡,0,libdems
962,🤔,0,labour
963,🤔🤔🤔,0,conservatives
964,🤣,0,conservatives
965,🧌🧌,1,libdems
966,👍🏻,0,conservatives
967,💦,0,conservatives
968,🙌,2,conservatives
969,🤣,0,labour
970,❤️🌹,2,labour
971,🙄,0,libdems
972,⚽👏,2,labour
973,🤔,1,libdems
974,🤔😡😳,0,conservatives
975,😉😉,1,conservatives
976,🇬🇧❤️,2,labour
977,🤨,0,conservatives
978,👍🇬🇧,0,conservatives
979,🇬🇧🇬🇧💛,1,libdems
980,🇬🇧💛🧐,0,libdems
981,🤨,0,libdems
982,🤣🤣🤣,0,libdems
983,😞,0,libdems
984,🤣🤣🤣🤣🤣🤡🤡🤡🤡,0,labour
985,😡,0,conservatives
986,💔,1,conservatives
987,🔥😎,2,conservatives
988,🤔,0,conservatives
989,😡,0,conservatives
990,🤦‍♂️,0,conservatives
991,🤣,1,labour
992,😉😉,1,conservatives
993,🤪,0,labour
994,😂,0,conservatives
995,✌️,0,conservatives
996,👍🏼🙏🏼,1,labour
997,🇫🇷🇫🇷🇫🇷😁😁🎉🥇👏👏👏👍🎉🎉😁👋👋😁😂,0,conservatives
998,😂😂,1,conservatives
999,👍,1,conservatives
1000,🤔😆,1,libdems
1001,👍,1,labour
1002,🤬🤬🤬,0,conservatives
1003,👏👏,2,labour
1004,😡,0,conservatives
1005,🫣,0,libdems
1006,🙏🙏🙏🙏🙏,2,labour
1007,🤬,0,conservatives
1008,😳😳🤔,0,labour
1009,😟😅🤩😊,1,labour
1010,😂,0,conservatives
1011,🙄,0,labour
1012,🤞🤞,0,libdems
1013,👏👏👏,2,labour
1014,🧌,2,libdems
1015,🤣,1,labour
1016,👏👏👏,1,labour
1017,👏,2,labour
1018,❤️🙏,1,conservatives
1019,👍,0,labour
1020,🔴,1,labour
1021,🙏,1,conservatives
1022,🤦🏻‍♂️,0,conservatives
1023,🤣🤣,0,conservatives
1024,🤣🤣😊,1,labour
1025,🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
1026,🙄,0,conservatives
1027,🙏🏽❤️💐,2,conservatives
1028,😒,0,labour
1029,🤣🤣🤣🤣🤣🤣,0,labour
1030,🙂,2,conservatives
1031,🙄,0,conservatives
1032,😉😉,0,conservatives
1033,😅😅😅,0,conservatives
1034,🐰🎆🎇✨🎈🎋🎍🎎🎏🎐🎑🧧,2,libdems
1035,🤬,0,conservatives
1036,😥,0,labour
1037,😡,0,conservatives
1038,🏴󠁧󠁢󠁥󠁮󠁧󠁿🤝🇭🇷,2,conservatives
1039,🤪,0,conservatives
1040,😡,0,conservatives
1041,👍🏼,0,labour
1042,🤔😉,1,conservatives
1043,🙄,0,conservatives
1044,🏘,1,conservatives
1045,🕳,0,libdems
1046,😉,0,labour
1047,🤣🤣🤣🤣,0,labour
1048,💰,0,conservatives
1049,🤔,0,conservatives
1050,✌💪✌,1,labour
1051,🇬🇧🇬🇧🙏🙏,2,conservatives
1052,😂😂😂,2,labour
1053,🤷‍♀️,1,labour
1054,🤣🤣🤣🤣,0,labour
1055,😡,0,libdems
1056,👏,2,labour
1057,⚽,2,conservatives
1058,👍,2,conservatives
1059,😵‍💫,0,labour
1060,☘️🌎🌈🎄💖🇺🇳🇪🇺,2,labour
1061,😂,0,conservatives
1062,👍👍,2,conservatives
1063,💓💓,2,conservatives
1064,😂😂,0,labour
1065,🥶🥶,0,labour
1066,🙄,0,labour
1067,❌❌❌❌,0,labour
1068,👍,0,labour
1069,😀,1,libdems
1070,🙂,2,labour
1071,🤔,0,conservatives
1072,✌🏻✌🏻✌🏻,0,conservatives
1073,🌹🌹,1,labour
1074,😡,0,conservatives
1075,👍🏻,2,libdems
1076,🤢👎,0,labour
1077,🤣😢,0,conservatives
1078,🙄,0,conservatives
1079,✊🏻🌹,2,labour
1080,😂😬,0,conservatives
1081,😉,2,conservatives
1082,😡,0,libdems
1083,❤️🙏,2,conservatives
1084,✝️🎄,2,conservatives
1085,😡😡😡😡😡😡,0,conservatives
1086,😂😂😂😂,1,labour
1087,🤬,0,labour
1088,😡,0,labour
1089,😂😂🤣,0,labour
1090,👏,0,conservatives
1091,🤡🤡🤡🤡🤡,0,libdems
1092,🤬,0,conservatives
1093,👎,0,conservatives
1094,❤️❤️,2,conservatives
1095,🤣🤣🤣🤣🤣🤣🤣,0,labour
1096,🤫,0,libdems
1097,🤷‍♀️,0,labour
1098,😂,0,labour
1099,😉,0,labour
1100,😂,1,libdems
1101,🗳️,2,conservatives
1102,🤷🏻🤔🤷🏻,0,labour
1103,😂😆😆😆😆,0,conservatives
1104,😂😂😂😂,0,conservatives
1105,🥳🔥😳,0,libdems
1106,🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
1107,😔,0,conservatives
1108,😳😳🤔,0,labour
1109,👍🏼,2,libdems
1110,🤬,0,conservatives
1111,⚽🦁🤞🏻❣🍀,2,conservatives
1112,🤣,0,libdems
1113,🤣🤣🤣,1,labour
1114,🧌,0,libdems
1115,👆,1,labour
1116,😡,0,conservatives
1117,🤥,0,labour
1118,😮,1,conservatives
1119,🥱,0,labour
1120,🤦‍♂️,0,libdems
1121,😂😂😂😂😂🤔,0,conservatives
1122,✊✊✊,1,labour
1123,😂😂😂,0,conservatives
1124,👏👏👏👏,2,conservatives
1125,😡,0,labour
1126,😠,0,conservatives
1127,🌲,1,libdems
1128,🤔,1,conservatives
1129,🔔,0,conservatives
1130,🤦‍♂️,0,conservatives
1131,🤡🤡🤡🤡🤡,0,libdems
1132,✅,2,conservatives
1133,👏👏👏👏👏👏👏,2,conservatives
1134,🤣,0,labour
1135,😡😡🤬,0,labour
1136,👍,2,labour
1137,⚽⚽🤑🤑,1,conservatives
1138,❤️👼🙏🏻,2,conservatives
1139,🤔,0,libdems
1140,🤔,0,labour
1141,👏👏👏,0,conservatives
1142,✌️,2,labour
1143,🏴󠁧󠁢󠁥󠁮󠁧󠁿😁😃❤👍👌👏,2,conservatives
1144,🤣🤔🤯,0,conservatives
1145,🤔,0,labour
1146,😀,1,conservatives
1147,❌❌❌❌❌,0,libdems
1148,👊,1,libdems
1149,😂,1,labour
1150,😡,0,conservatives
1151,🧌,0,libdems
1152,🤔,1,conservatives
1153,💩,0,libdems
1154,🏴󠁧󠁢󠁥󠁮󠁧󠁿😁,1,labour
1155,❤,1,labour
1156,🤣🤣🤣🤣,0,labour
1157,😥,0,labour
1158,🙃,1,conservatives
1159,😀,2,labour
1160,😳,1,libdems
1161,🤣😂🤣😂,0,labour
1162,✡️🕯️,1,conservatives
