,comment_text,label,party
19863,👍,2,conservatives
30276,👍,2,conservatives
4125,👍,2,conservatives
151897,👍,2,labour
161161,😆,2,labour
65762,👍,2,conservatives
90773,👍,2,conservatives
84744,👍,2,conservatives
6772,👍,2,conservatives
15491,😢,0,conservatives
72245,😆,2,conservatives
21826,😡,0,conservatives
162548,👍,2,labour
121690,😡,0,labour
166173,❤️,2,labour
84865,👍,2,conservatives
