,message,created_time
161,"ALL THE VERY BEST  TO  THE LABOUR PARTY, & WE NEED A CHANGE IN GOVERNMENT, ITS TIME FOR A CHANGE & WE NEED A FRESH APPROACH, THAT MEANS  A LABOUR GOVERNMENT.🌹",2022-11-23T13:54:11+0000
162,Labour Party needs to get back to its ROOTS! ✌💪✌,2022-11-24T22:40:36+0000
163,😂,2022-11-26T16:12:31+0000
164,💯👏👏👏,2022-11-21T18:22:53+0000
165,🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺 NO! Britain cannot afford BREXIT!   Stop pandering to the xenophobic cretins in the red wall. Who cares about the opinions of idiotic Brexiters anymore? Around 2 million of them have already died since 2016 and their unicorns will never be delivered. They've long been a minority and they're getting more and more irrelevant by the day. The majority now want to rejoin....57% at the last poll. Get with the program and stop ignoring the elephant in the room! 🐘🇪🇺,2022-11-22T14:26:01+0000
166,Half the money collected through business rates goes to ones local council. Would this mean that our residential  council tax bills would increase ? 🤔  😩,2022-11-21T16:50:27+0000
167,They should’ve boycotted the tournament. Bringing a football trophy 🏆 home shouldn’t come at the expense of human rights .,2022-11-21T12:59:20+0000
168,"Really torn, love football at all levels, but too many injustices surrounding the World Cup, it doesn't settle well with my beliefs. Almost impossible to be happy and sad at the same time. 😂😢😂😢",2022-11-21T12:39:31+0000
169,Come on England 🏆,2022-11-21T12:05:59+0000
170,Come on Wales 🙂,2022-11-21T12:13:25+0000
171,"Good luck to England ,good luck to Wales,except of course when the play England 🏴󠁧󠁢󠁥󠁮󠁧󠁿, then I hope they get stuffed 😁",2022-11-21T13:26:55+0000
172,Good luck 🍀,2022-11-21T12:06:03+0000
173,Good luck to England today! Come on USA! 🤣,2022-11-21T12:22:14+0000
174,if you do you do if you don't you don't 🙄 I haven't gone so I can't say much. They knew exactly what the country was before it was given it. Just seen score 🤣,2022-11-21T14:26:23+0000
175,Does anyone know if he's wearing the band? It'd be great to win AND have the band shown 💪🏼,2022-11-21T14:34:14+0000
176,"Motherhood  gets  in  the  way , its  a  feminine function I am afraid to mention , but Politics and the Bravado associated with it can be dramatic and lead to strokes/😜😟🥲trauma/blood pressure/heart and angina symptoms which can be '' health factors that put many females off the pedestal in politics '' !",2022-11-21T12:23:13+0000
177,"Is that in spite of Tory claims that we are doing better than all the rest. Liars and fascists. .. see the Express and Mail headlines! Apparently there are more trade deals still to be done with Mongolia, Burkina Faso and Cape Verde Islands 🤪",2022-11-21T10:59:28+0000
178,Are we ignoring quantitative easing in those countries then? France and Germany are literally printing money to keep them going? 🤷🏻‍♀️,2022-11-21T10:55:04+0000
179,"🤔 strange situation with this windfall tax. The higher the fuel costs, the greater the tax take by the government. So the government will be making far more than the oil companies🤔 🤔 If they add a windfall tax as well, will this not just get added to the net costs of fuel anyway? Which will increase the government tax take even further. 🤔 🤔 I would hazard a guess that the already hard pressed general public will be the real people covering the cost of the windfall tax in the long run along with additional taxes and duties that may get applied.🤔 🤔 So would it really achieve what the simple quick sound bite headline say it will? I very much doubt it…😏 Because currently. For every £100 of fuel you buy at the pumps approximately 70% (£70) is tax, fuel duty and VAT.",2022-11-20T18:23:17+0000
180,Any chance of straight white male day ❤️😎,2022-11-21T21:03:56+0000
181,😬🤥,2022-11-20T13:01:42+0000
182,🙏🙏🙏🙏🙏,2022-11-20T15:21:49+0000
183,"Children cannot learn on empty stomachs , great idea Labour 🌹",2022-11-20T12:19:56+0000
184,They do it in Wales. Very helpful for parents that work 👍👍,2022-11-20T11:15:47+0000
185,"This group always confuses me, I thought Labour supporters would be on it, but seems it’s mostly anti Labour. I find it very strange  I’m just making an observation not meant as a judgment 🤷‍♀️",2022-11-20T09:16:44+0000
186,Labour doesn’t even stand up for its own workers rights 🙄,2022-11-20T10:02:27+0000
187,"This is why I wouldn’t recommend anyone to come to live in uk under the current government. No amount of studies, surveys will ever change things that the people at the top Just Don’t Care!! We need a couple of million to march on Downing Street and demand what is rightfully ours. These aren’t creature comforts I speak of but inalienable rights that are not a privilege but rights for all. Thomas Paine would be turning in his grave 🙄",2022-11-19T16:55:56+0000
188,If only there was a close trading partner!!!!! Thats why we're behind everyone else 😕,2022-11-19T16:40:05+0000
189,😡😡🤬,2022-11-19T20:14:48+0000
190,"The problem with demanding a detailed plan from Labour now, is that we don't know how big a mess the Tories will leave behind them when they go. I just know it will be big.☹",2022-11-19T17:37:00+0000
191,"He is everything a Tory isn’t,a man and leader with integrity 👏👏👏",2022-11-19T11:54:45+0000
192,Labour's next prime minister 🤣🤣🤣🤣🤣 I just spat coffee 🤣🤣,2022-11-18T18:37:42+0000
193,Needs to wake up and take advantage of the mess the tories are in !! They are starting to catch up in the polls 😔😔 Andy Burnham next if Keir fails which I pray he doesn't 🙄,2022-11-19T04:08:23+0000
194,"Starmer - He's s real nowhere man, sitting in his nowhere land dreaming up his nowhere plan for nobody (paraphrasing the fab four)🤣🤣🤣🤣",2022-11-21T23:32:23+0000
195,Labour Party simply needs to go back to its socialist roots.   ✌😎✌,2022-11-19T03:37:06+0000
196,What is the plan then 🤔,2022-11-18T21:59:52+0000
197,The Tories are a laughing stock but make no mistake Labour couldn't handle a wet dream let alone the economy 😂,2022-11-20T23:05:39+0000
198,"I don't blame the Tories, they are what they are, they have always represented the rich and shafted the poor, I blame the stupidly of the working class men and women who allowed themselves to be influenced to vote for them 😡",2022-11-18T15:28:45+0000
199,"I know who I’d prefer and it’s not Keith! Here’s 6 reasons for starters 👇  ✔️Saved our businesses and jobs through Covid when Keith wanted more lockdowns   ✔️Delivered earliest vaccine when our Keith wanted us in European Medicine Agency  ✔️Honoured the 17.4M when Keith went around our backs  ✔️Providing biggest fuel and cost of living support of an EU country  ✔️Still supporting the NHS, Education, Armed forces  ✔️Still levelling up the forgotten with £600 billion infrastructure spend",2022-11-19T08:35:07+0000
200,So we’ll be joining the single market then eh Labour?  Or will you just continue to ignore that elephant in the room and carry on being NeoLabourtarians? 🤷🏻 🤔🤷🏻,2022-11-18T20:23:30+0000
201,If Labour could have been trusted then 12 years of Tory government might not have happened.🤣🤣🤣🤣,2022-11-18T21:02:51+0000
202,Labour criticizing an essentially 'Labour budget' 🤣😂🤣😂 What a bucket of sh1te Labour are - rewarding the social parasites is what Labour usually 'champion'........  Is Labour now the Party of 'big business' LMAO,2022-11-18T10:14:47+0000
