,message,created_time
194,Good luck England 🙏🏾🙏🏾🥰🥰,2022-12-10T18:30:08+0000
195,"I don’t understand !! We had diversity, we took the knee, SakaShit played, all I can think of is how limited we were in being unable to virtue signal to the full capacity being denied the 🌈 flag armbands",2022-12-10T21:05:06+0000
196,I love the fact that this is the tory party page and no one is supporting them goes to show how popular you are 😂🤣😂,2022-12-08T16:34:51+0000
197,"What a friggin joke! Claw back the money donated to Tory supporting companies for PPE that they had never produced, and youcan double that figure! But no never rob the rich always the poor! Bunch of Fatherless children!!!!!!🤬🤬🤬🤬🤬🤬🤬🤬🤬",2022-12-10T21:20:02+0000
198,It's about time you took back control of our borders as promised FFS 😡😡😡😡,2022-12-08T17:24:39+0000
199,I’m just thinking with the foreign aid budget should we on paper allow an allowance to countries that we choose to support. then any migrants that come here we have to support comes out of that allowance. If we pay them foreign aid what they receive is reduced by the number of there migrants we have support then maybe countries would try to support there own if they loose support money. As we are a kind country  with a big heart ♥️ but currently broke and can’t support everyone we need to focus on our own homeless and issues first. Just a thought 🤔,2022-12-09T10:25:35+0000
200,More government waste. Why not try giving some of it back to the people who earned it so that we can decide how it should be spent? 😉😉,2022-12-08T16:33:29+0000
201,"What about the £80k debt my son has left Uni with? What happened to a government that supports and invests in its students, like they do in other countries 😠",2022-12-08T16:19:15+0000
202,Conservative record on bankrupting country 🤣🤣🤣,2022-12-07T23:05:55+0000
203,"Oh good reliant on America now, makes me feel so much better 🙄",2022-12-07T12:10:19+0000
204,Can’t upset the snowflakes drilling for oil or digging up coal we need to be relying on solar panels that get covered in snow or wind turbines that snow and ice freeze up very efficient ￼I don’t think ❄️,2022-12-07T12:25:56+0000
205,Laughable given the transport needs and fragility of such means if threatened. All this talk of self sufficiency and energy security is just that; talk talk talk 😞,2022-12-07T12:19:53+0000
206,How come we are in this position having to rely on other nations for energy? 🤔,2022-12-07T18:32:50+0000
207,"Schools are horribly underfunded, pupils and parents buying their own books and paying for trips etc. Teachers massively disgruntled, some using food banks and on the verge of striking for better pay and conditions, except private schools of course... what a marvellous job the Tories have done to drive up standards 🙄",2022-12-06T16:03:52+0000
208,Straight into the PFI holders hands - thank you 👍,2022-12-06T15:12:49+0000
209,Yes working on chiselling even more money out of hard working people’s pockets and frittering it away whilst ramming ever more green guff down our throats. Your the new socialist Green Party certainly not conservative. 😡,2022-12-06T09:19:10+0000
210,Yeah Christmas is coming and a lot of working class are going to have a very bleak day 😒 tories are disgusting,2022-12-07T11:36:06+0000
211,"Yea christmas is on its way but no one can afford to eat or warm their house !!!!! Because you apparently well educated people🤦‍♂️ have ruined this country financially ! Top work 👍 glad your nice big houses are heated with your free heating and dodgy tax offsets , but dont worry about us and the nhs staff living out of their cars as they cant afford to live but still show up to work each day to save lives ! Should be ashamed of yourselves !",2022-12-07T22:18:17+0000
212,⚡️ Every household across the country is receiving held through our £400 Energy Bill Support scheme on top of our Energy Price Guarantee,2022-12-05T14:33:04+0000
213,Taxing people more than they’ve ever been taxed before and then giving them a little bit of it back isn’t exactly helping though is it 🙄,2022-12-05T14:37:50+0000
214,Labour Party is a laugh 😂 especially Keir Starmer and his women entourage haha 😂,2022-12-05T14:39:58+0000
215,The 🤡 who said nurses are aiding Putin 🤣🤣🤣🤣! They're asking for less each than he claimed on expenses for heating his stables FFS !,2022-12-07T18:18:04+0000
216,Good result but ....all that kicking it back all the time is boring and how many times it was kicked back and Senegal nearly scored 🤷 .....they won't get away with that with France ....they need to up their game now but I won't hold my breath 🤔,2022-12-04T22:19:33+0000
217,Congratulations!!  Please reduce the kicking back tactics- let's go forward. 👍🇫🇴,2022-12-04T22:48:05+0000
218,Congratulations ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿.  Excellent.. Proud of you.  😁😃❤👍👌👏,2022-12-04T21:39:10+0000
219,Job well done by a superb team. 💪💪🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-04T21:40:54+0000
220,Congratulations to the England team 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧🇬🇧,2022-12-05T09:28:06+0000
221,Well done Three Lions 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-04T23:07:37+0000
222,Well done boys good game looking forward to the next game good luck 👏👏👏👏,2022-12-04T21:12:05+0000
223,"Congratulations to England from Croatia, we will meet in the final! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🤝🇭🇷",2022-12-04T21:27:05+0000
224,congratulations  well done  💐🎺,2022-12-04T21:06:49+0000
225,Congratulations to the team  Now finish the job 👏👏👏,2022-12-04T21:30:02+0000
226,Congratulations England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 on reaching the quarter final of the world cup 2022,2022-12-05T01:19:32+0000
227,Congratulations England 👍,2022-12-04T21:47:05+0000
228,"🙂 France next :))) seeing them playing Poland, our boys needs to be well prepared. Not out of the woods just yet.bring it on England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",2022-12-04T21:05:34+0000
229,"Is this not the norm, the quarter finals, then we play the proper teams. 😁",2022-12-04T21:13:02+0000
230,They can’t afford to switch lights 💡 on!! …. Tha killing economy on purpose 🙈🫣 Tell me I’m wrong 😑,2022-12-03T09:18:36+0000
231,"If it moves, tax it, if it doesn’t, give it some money 😄😄",2022-12-04T17:45:03+0000
232,How about helping hospitality small businesses and workers 👍,2022-12-03T09:02:46+0000
233,It’s a shame you let the small businesses down from the start. You need to fix the strikes going on now which will do more damage than you can imagine.  I do semi support the unions for better conditions but I think doing what they are doing now is counter productive to All working people. Maybe an idea would be a planned general strike in January forewarned and planned to send a message to the government that things need to change. This would not disrupt the average working person or small business during the festive period. After 3 years of covid restrictions and now another Christmas ruined for thousands of people who May not again be able to celebrate together.  Just a thought 💭,2022-12-03T19:50:49+0000
234,"Christmas is on the way, and the Conservatives have completely screwed us over! Merry Christmas 🎄",2022-12-02T17:49:37+0000
235,I've had Christmas trees that have lasted longer than the average Tory PM... 😜,2022-12-05T17:28:47+0000
236,It’s like a sketch from ‘The Office.’ 😂😂😂 Good job Rishi Brent 😂😂😂😂,2022-12-02T21:12:45+0000
237,"The show is over ,time to call it a day & let's us not forget that It was this very same party that gave us Lizz Truss  😒",2022-12-02T17:32:57+0000
238,It’s ok for you rich people you don’t have to explain to your children when they come down the stairs on Christmas Day and they have very little and no food on the table what a bunch off corrupt politicians you all are now do one and hurry up 2024 consecutive are history bye 👋,2022-12-03T02:58:27+0000
239,"Unless I've missed something, I'm Still waiting on the announcement which was supposed to come in the autumn about how every household benefits from the £400 discount for the energy bills!!  😡",2022-12-05T14:52:42+0000
240,"Keep up the hard work Rishi Sunak  So many challenges but you have the record of calling it right, looking after the people who need help most and taking the hard decisions 👍",2022-12-05T19:26:20+0000
241,Of course it will 😂😂,2022-12-04T16:17:30+0000
242,"There you go again, putting foreigners first 😉😉",2022-12-02T19:06:48+0000
243,"Great man and leader he would be sorry to see the people in politics now and what a sad show they have become and the people that have brought his party and country to its knees,the greatest prime minister this country will ever know ✌️",2022-11-30T19:13:37+0000
244,"Happy Birthday Sir Winston Churchill born on St Andrews Day 1874.  “…never give in, never give in, never, never, never, never-in nothing, great or small, large or petty — never give in except to convictions of honour and good sense. Never yield to force; never yield to the apparently overwhelming might of the enemy. We stood all alone a year ago, and to many countries it seemed that our account was closed, we were finished. All this tradition of ours, our songs, our School history, this part of the history of this country, were gone and finished and liquidated.  Very different is the mood today. Britain, other nations thought, had drawn a sponge across her slate. But instead our country stood in the gap. There was no flinching and no thought of giving in; and by what seemed almost a miracle to those outside these Islands, though we ourselves never doubted it, we now find ourselves in a position where I say that we can be sure that we have only to persevere to conquer.”  Speech to Harrow, 1941 🥃🇬🇧",2022-11-30T19:52:48+0000
245,Shame he is not leading now 🤔,2022-11-30T19:01:03+0000
246,THIS WAS BEFORE STRONG ENOUGH THIS IS WHAT WE CONTINUE STRONG ALWAYS WE WILL CONTINUE HIS MEMORIES OF HEAD WORK MAN WE CONTINUE WITH THIS CONFIDENCE 🇬🇧💪 🎉,2022-11-30T19:03:58+0000
247,"My hero. My wife and I,had the honour to watch him being taken in his funeral procession, from her office overlooking Fleet Street in 1965. Never to be forgotten. RIP You Great man, you certainly deserve it.👏🇬🇧👏🇬🇧👏🇬🇧👏🇬🇧",2022-11-30T21:36:34+0000
248,"Fix the leaking 💦 pipes. How can we be in a drought, surrounded by water. Rivers running across the land and reservoirs.",2022-11-30T17:14:00+0000
249,This disgusting excuse of a government has been in power for 12 years!! This is on your watch! This is your mess! You sold off the water companies and you have allowed them to pollute our beautiful rivers and coastlines while making record profits for shareholders! Shame on you 😠,2022-12-01T11:36:07+0000
250,"Right, so let’s get this straight…he’s blaming more debt, more inflation, more strikes and more immigration on….wait for it……the opposition………who aren’t in government 🤪",2022-11-30T20:08:40+0000
251,It's more apocalyptic dystopian politics from a guy who was second choice to LIZ TRUSS 😂😂😂,2022-11-30T16:12:21+0000
252,"Prime Minister, since when is the pay rise for the employees of a privatised company funded by the tax payer?🤣",2022-11-30T16:53:01+0000
253,Happy St Andrews day to our friends across the Border.🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿,2022-11-30T22:41:48+0000
254,Have a gooden.😀,2022-12-01T05:30:31+0000
255,"You could have said it better by handing Scotland a section 30 order and actually let Scotland have a voice in the UNUNITED UNEQUAL kingdom   .....oh sorry, my apologies!! I forgot, being a Scot means we are only allowed a voice once, then you can't open your mouth ever again!! 🚫😶😶😶😶😶😶🚫",2022-12-02T13:12:01+0000
256,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿Happy St George's Day 365 days a year It seems every Nation is encouraged to be Proud and Nationalistic except the English,2022-12-03T21:29:45+0000
257,🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,2022-11-30T12:24:59+0000
258,"England, indeed!  I'm from Portugal... and England and Portugal are mates 😉 for centuries! Sorry Wales... we love you too!",2022-11-29T17:00:56+0000
259,"I’m English but live in wales, I would’ve liked both teams to go through but England first 😄🏴󠁧󠁢󠁥󠁮󠁧󠁿",2022-11-29T16:25:47+0000
260,Good luck to both teams but hoping for our boys to win ❤️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽️🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-29T16:44:35+0000
261,Good Luck England 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-29T16:34:19+0000
262,Go England 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-29T16:23:44+0000
263,Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2022-11-29T20:22:03+0000
264,Reform UK 👍🏽,2022-11-29T16:24:55+0000
265,That's been in planning since 2010 and is estimated to take a minimum of 15 years to build!!!! WTG!! Dipsticks taking the plaudits today for something that should have been near completion but won't be around for flipping ages. Take a bow 🙏,2022-11-29T16:34:10+0000
266,But who will protect us from Conservatives  🤔,2022-12-04T09:49:55+0000
267,P.S.  You'll need to rush this through the HoL before the end of this session.  At this rate it'll be then end of 2024 before it comes into law.  🤨,2022-11-29T18:40:28+0000
268,Matt Hancock is my hero god bless you sir for your service to the country and its people a modern day Churchill ☺️,2022-11-29T12:27:47+0000
269,Good luck  👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,2022-11-29T18:37:24+0000
270,Didn't think the country has any money an we all have to tighten our belts even harder an pay more tax yet Conservatives can find 20 million for planting trees of tax payers money 💰 not to mention we can cut down trees and ruin our countryside to gain 15 minutes on a train journey costing billions what an upside down country and Conservatives government it is truly madness especially when our current infrastructure needs updating massively could have saved planting new trees by not cutting old ones down there all stupid considering there all supposed to be educated,2022-11-28T16:49:52+0000
271,I’ve got a Very old cottage and on the last insulation scheme They wouldnt go in my lofts under H&S so they said to me do it yourself.✌🏻✌🏻✌🏻,2022-11-28T12:07:09+0000
272,...Labour have been calling for this for soooo long 😄 ...onshore wind turbine U-turn next 🤔,2022-11-28T13:55:51+0000
273,Is there a VIP lane to fast track our application? We wont say anything if you wont 😉😉,2022-11-30T06:27:59+0000
274,Should think about protecting England. White British are now the minority!! FGS!! 😡,2022-11-30T09:09:06+0000
275,"All this while importing loads of men, who appear to have little respect for young girls rights. 🤬",2022-11-25T14:51:52+0000
276,What about our borders and beaches!!!!  Letting in these people we don’t know 😡😡😡,2022-11-25T17:02:30+0000
277,"Can you tell me why, when we are being told to tighten our belts, the taxpayer are having to pay for government staff Christmas parties?  Are you serious🤬",2022-11-25T22:21:25+0000
278,By cutting the police by 20000? Nice move 🤦🏻,2022-11-28T13:36:17+0000
279,Hope ukraine are paying us back at some point 💰💰💰💰💰💰💰💰💰💰💰💰,2022-11-23T14:52:20+0000
280,"Keep sending them all the old, retired, slightly faulty kit that we don’t want or need anymore 😂",2022-11-23T15:54:12+0000
281,Who’s going to defend our energy utility bills🤔🤔🤔🤔🤔🤔🤔,2022-11-23T20:51:25+0000
282,"I wonder 🤔 if they will become unaccountable,just like the rest of the equipment and money thats been sent .......",2022-11-23T17:01:33+0000
283,"OK. So you tell us cut our elec by is it 15 percent, which many of us, have done already. I've had one piece of toast since March darent out toaster on. You've families with kids cold, granddaughters Christmas wish is to have the heating on. We can't afford the money for Ukraine full stop. You'll gave homeless people on your hands next year who have been refused renewal of mortgage. Just 🤔 wondering where your priorities are?",2022-11-25T21:00:04+0000
284,"And the Tories said they wouldn't put taxes up, and now they have... 🙄",2022-11-23T13:00:57+0000
285,Powerful words voice of honesty of service with security for the country with successfully this only about be honest in politics do the job well Spoken Uk primer Ministers 🇬🇧👏👏,2022-11-23T16:40:28+0000
286,All the younger folk moaning on here are tomorrows pensioners. They need to be careful what they wish for.🤔😉,2022-11-23T11:49:08+0000
287,And we're supposed to be grateful  for it what a joke paid in for over 50yrs years 🤬🤬🤬,2022-11-23T12:36:47+0000
288,"Yes that is wonderful, great however, I know pensioners who are extremely wealthy and really don’t need these extra payments, my boss for instance drives a Maclaren super car has 3 properties etc. I know some are in poverty too but there’s a lot who have lived through the boom times, bought houses when it was only 3 times your annual salary instead of 10 times etc it’s time this government did more for the youngsters unfortunately they don’t vote Tory 🤔",2022-11-23T15:32:11+0000
289,not really worth a coment the unions are  trying  to help him  by pushing  strikes  when the only answer is  is to get stuck in workhard to pull us out of the posiyion we are due to world influence  and covid and illegal entry to our country 👍🇬🇧,2022-11-22T16:36:43+0000
290,Good luck from Scotland 🤙🏻🇬🇧,2022-11-21T12:59:24+0000
291,Just no kneeling!! Please!! Good Luck from Denmark🏴󠁧󠁢󠁥󠁮󠁧󠁿👍🏴󠁧󠁢󠁥󠁮󠁧󠁿👍🏴󠁧󠁢󠁥󠁮󠁧󠁿!,2022-11-21T13:29:33+0000
292,Best Wishes dear ⚽️,2022-11-21T12:53:53+0000
293,"All the best -"" ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿""-- . 😊❤👍",2022-11-21T12:59:29+0000
294,Come on Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿👍❤️🥳,2022-11-21T13:49:44+0000
295,Good luck I just fuc the country if u can’t pay for the electric come around my house I’ve got millions 🤪,2022-11-21T18:33:57+0000
296,good luck Conservatives they’ve more chance of winning world cup than you have of winning next election.😡,2022-11-21T17:32:14+0000
297,Always More Scores 🇬🇧🇬🇧🙏🙏,2022-11-21T13:49:15+0000
298,Six one England ❤️,2022-11-21T15:17:57+0000
299,What about scotland? 🤣😂🤣 world cups not for everyone,2022-11-21T20:30:01+0000
300,"Not a cat in hells chance, you have ruined the party and disenfranchised the members 😡",2022-11-21T18:32:55+0000
301,"Milions of Undocument legal migrants Living in uk.... after 10 years grant amnesty and reduce 20 year ILR rule ❤️  The Government should grant amnesty to undocumented migrants who have been living in the UK for 10 years or more, and reduce the 20 year residence rule for Indefinite Leave to Remain (ILR). This should be decreased to 14 years. It is unjust.  In this difficult time those people really stuggling ,they can speak engish ,they know culture and they have lots of work experience why can't they contribute the economy.  The Hostile Environment that faces people on their arrival in the UK extends to those who have been here for years trying to make a living. Undocumented migrants – the majority of whom arrived through legal routes but have fallen out of legal status   now whats happening hiring law skill imigrant including lots of dependants from every country,and its make really harmfull for the country long term. please consider my sensible request and give them status,minimum allow them to swich to some sort of working visa category,this way they must work,pay tax for continue status and renew visa. they need life aswell, make them pay tax,rather than working in black market,This is the best quikest way to sort out labor shortage aswell.... Thanks  🙏",2022-11-27T07:30:09+0000
302,"""Do us proud"" because our government certainly can't 🙄",2022-11-20T16:49:09+0000
303,Well done Rishi. Ignore the Luddite’s 👍,2022-11-20T20:04:28+0000
304,Tories are a sad joke 😔,2022-11-21T07:29:37+0000
305,"Great, love it. Fingers crossed 🤞",2022-11-23T10:41:11+0000
306,Everyone gets a fiver on the leccy if England win it ⚽️⚽️🤑🤑,2022-11-20T19:26:38+0000
307,Wales have always wanted their football team to be as good as their rugby team. Now it is 🤣🤣🤣🤣🤣,2022-11-20T17:33:52+0000
308,"I am not voting Conservative, talk about betrayal of the Brexit vote. Reform uk is the way forward 🙌",2022-11-21T11:50:39+0000
309,Rishi! See you next Tuesday! 😊👍,2022-11-20T18:20:14+0000
310,How embarrassing 😳,2022-11-20T17:34:47+0000
311,As a Conservative member- this governments plan seems to be “give benefit claimants 10% increase and hammer hard working people and business owners”   👎 to this “plan”,2022-11-20T11:50:57+0000
312,Do you know what I miss the old day's when mps used to look like they had integrity and morals but over the last few years since Boris the corruption has just got so bad its rubbed in our face's and the tories just carry on with a smirk so sad what the tories have done to this country 😢 it's on its knees,2022-11-21T15:41:59+0000
313,Better pass the Dignity in Dying law so I can plan my future health & social care then!😳😳,2022-11-20T12:00:39+0000
314,Tackling inflation by spending shed loads of money and handing out more benefits. Mr Sunak it was you shelling out all the Covid money that has got us into this mess. And now you are our PM 🤔🤔,2022-11-20T18:08:29+0000
315,"With such a ridiculous generous benefits scheme for those who chose not to work paid for by those  who do work you can make available 10,000 new jobs but if you can stay at home and live off these benefits why would you choose to get a job 🤔",2022-11-20T19:08:47+0000
316,👏👏👏👏👏👏👏,2022-11-20T21:00:19+0000
317,😂😂😂😂😂🤔,2022-11-20T11:08:47+0000
318,Well done PM Ukraine needs our support whatever it takes 👍👍,2022-11-19T16:42:06+0000
319,WELL DONE MR SUNAK YOU VISIT THE UKRAINE MEANS LOTS TO UKRAINEAN PEOPLE AND TO AROUND THE WORLD OUR LEADERS CONFIDENCE ACTION RIGHT TO STARD WITH POWER POSITIVE ATTITUDE TO UKRAINEAN PEOPLE SIDE 💙🤝🏻💛,2022-11-20T11:36:19+0000
320,Most visited ‘war zone’ ever 🤣🤔🤯,2022-11-19T14:56:54+0000
321,"Bout time we looked after our own people first,Britain just seems to be a massive  charity 🤬🤬🤬,we've got people reallying on food banks,but no let's help others",2022-11-19T18:08:25+0000
322,Seems to spend more time in a plane ✈️ than in No 10 then again has to use all the air miles collected by the bodger Johnson,2022-11-19T15:01:34+0000
323,Well done Rishi 👏🏻👏🏻,2022-11-19T17:51:52+0000
324,Could you not of done a face time ? & even better for them to have peace talks & stop us being dragged into this 🤔 we have a living crises here don’t you know 🤔,2022-11-19T17:41:05+0000
325,Socialist Cons. Membership ditched after 33yrs. Now with Reform Party 🔥😎,2022-11-20T09:42:33+0000
326,"Well done Rishi, kier would of probably said (There's not enough evidence,)?,. Iv seen first hand, How the Ukraine people have suffered, When visiting Poland,!! Shame on those, who don't Support, your Sympathy, & Sincere Soladarity for the horrendous actions of Putin 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🇺🇦🙏🏼",2022-11-21T23:15:35+0000
327,How about tackling the invasion this country has to put up with tax payers footing the bill which you are shoving under the carpet pull your finger out and get it sorted enough is enough😡😡,2022-11-18T17:53:11+0000
328,Come and knock on my door..You'd get the welcome you so rightly deserve😂 #enoughisenough,2022-11-19T15:11:59+0000
329,Is the money going to go to where it’s needed though or just to the managers bonuses 🙄   Hopefully will go where it’s needed my “urgent scan” took 11 months to come through and my now “urgent” referral to a specialist has taken 12 weeks so far,2022-11-18T18:17:17+0000
330,Thanks for the triple lock payment I look forward to giving most of it back in taxes 🤷‍♂️,2022-11-18T19:13:05+0000
331,It's just not though is it 😅 it's going to private companies that drain the NHS,2022-11-20T20:18:22+0000
332,My life has changed I use to buy heinz but today I switched to Branston  🙃,2022-11-18T17:43:54+0000
333,"Like most people, I’m just relieved that your party continues to ensure that multi-millionaires and billionaires accrue colossal wealth mountains upon which to sit, while everyone else battles for the scraps from their tables. Good job 👏 👏 👏",2022-11-18T13:00:43+0000
334,He hasn’t  got a clue what about working class people 🙄 when theyvput council tac up as they say they need more government funding . Tell me why xReigate and Banstead put some of their money in overseas / offshore accounts ????!!!,2022-11-18T18:37:05+0000
335,We are all doomed unless your in the corrupt government if anything they should take a pay cut good luck people we are going to need it 😡,2022-11-17T18:12:17+0000
336,That’s it for me.  Stuffed landlords “Again”. Can’t pay my mortgages off early because this lot are taking my money in taxes! So much for Entrepreneurship 🤔 No vote from me until they learn cutting taxes is what stimulates the economy. Maggie will be turning in her grave at this lot! 😡 Better prepare for opposition! 😳,2022-11-17T21:25:23+0000
