,message,created_time,label
137,"No doubt the tories will pinch this and double the figures, remember the 'trees' from the last election when Corbyn stated that Labour would plant God knows how many trees and the tories, in their gusto to out trump Corbyn and Labour, claimed that they would plant a squillion trees, which worked out at a tree every 3 seconds for 4 years. 😂😂😂 And yet people still voted for em.",2022-11-26T17:03:06+0000,0
192,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T20:46:52+0000,0
129,"LOL. Be honest. Your policy is, “if it moves, tax it, if doesn’t, shower it with taxpayers cash” 😄😄",2023-01-04T15:20:01+0000,0
130,"Rather than adding even more money, how about looking into the processes and organisation. As a patient dealing with the NHS, it is right in your face that the processes are very inefficient ( e.g. in A&E, you have to tell 5 different people of different levels the same thing. If the doctor/ nurse would have the information I have already given so many times, they can save 80% of their time. The organisation itself is so complex that all NHS departments have many different spreadsheets just to understand who is responsible for what part and what should happen next, at least 50% of time can be saved here. One organisation, same process everywhere and one system and suddenly it works 😳",2023-01-04T18:02:02+0000,0
58,Labour... The new brexit party 😑 You've lost a ton of votes and the Tories will win again because of your stupid games!,2022-12-10T08:24:12+0000,0
201,"What about the £80k debt my son has left Uni with? What happened to a government that supports and invests in its students, like they do in other countries 😠",2022-12-08T16:19:15+0000,0
198,It's about time you took back control of our borders as promised FFS 😡😡😡😡,2022-12-08T17:24:39+0000,0
188,If only there was a close trading partner!!!!! Thats why we're behind everyone else 😕,2022-11-19T16:40:05+0000,0
115,"Bit like 40,000 *more* nurses, 20 new hospitals ... at least Rish is not putting a figure on it and claiming the absolute destruction they have wrought in 12 years will be, marginally, repaired ... *soon.*  🙄🤮",2023-01-09T09:55:20+0000,0
226,Congratulations England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 on reaching the quarter final of the world cup 2022,2022-12-05T01:19:32+0000,2
32,What would the opposition do???? If everyone was self employed life would be different…. It’s a culture of handouts 😡😡,2023-01-18T20:13:45+0000,0
43,"To currently cover minimum levels in the nhs they have to use agency staff, lots of agency  staff. So I'm curious to see what the plan is for future strike days when you can't even cover it now. 🤔",2023-01-16T19:05:06+0000,1
49,So that isn't happening any decade soon then 🤣🤣,2022-12-11T11:07:46+0000,0
153,Merry Christmas 🎄🎄,2022-12-25T09:27:43+0000,2
103,Great news 👏,2022-12-02T10:10:21+0000,2
167,Happy New Year everyone all the best for 2023🎊✨️🥳🌈🎉💫🎆🍻!!!,2023-01-01T00:28:32+0000,2
165,🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺🐘🇪🇺 NO! Britain cannot afford BREXIT!   Stop pandering to the xenophobic cretins in the red wall. Who cares about the opinions of idiotic Brexiters anymore? Around 2 million of them have already died since 2016 and their unicorns will never be delivered. They've long been a minority and they're getting more and more irrelevant by the day. The majority now want to rejoin....57% at the last poll. Get with the program and stop ignoring the elephant in the room! 🐘🇪🇺,2022-11-22T14:26:01+0000,0
190,REJOIN 🇬🇧🇪🇺🌟,2022-12-28T20:00:07+0000,2
65,"Britain doesn’t make EV cars to sell worldwide at scale like BYD and Tesla … pathetic government of a country 🤬   November 2022 canary in the coal mine Norway … Cars sales   The gasoline, diesel, and non-rechargeable hybrids were in the minority with 10.7% of the market last month (1.2% gasoline, 2.2% diesel, 7.3% hybrids).   https://insideevs.com/news/625136/norway-plugin-car-sales-november2022/",2022-12-09T17:08:31+0000,0
37,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",2023-01-25T20:18:15+0000,1
310,How embarrassing 😳,2022-11-20T17:34:47+0000,0
137,Well done Rishi 👏👏👏,2022-12-31T17:42:36+0000,2
326,"Well done Rishi, kier would of probably said (There's not enough evidence,)?,. Iv seen first hand, How the Ukraine people have suffered, When visiting Poland,!! Shame on those, who don't Support, your Sympathy, & Sincere Soladarity for the horrendous actions of Putin 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇱🇺🇦🙏🏼",2022-11-21T23:15:35+0000,2
75,Presented himself well today 👍,2022-12-05T12:11:07+0000,2
210,Yeah Christmas is coming and a lot of working class are going to have a very bleak day 😒 tories are disgusting,2022-12-07T11:36:06+0000,0
263,Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2022-11-29T20:22:03+0000,2
305,"Great, love it. Fingers crossed 🤞",2022-11-23T10:41:11+0000,2
315,"With such a ridiculous generous benefits scheme for those who chose not to work paid for by those  who do work you can make available 10,000 new jobs but if you can stay at home and live off these benefits why would you choose to get a job 🤔",2022-11-20T19:08:47+0000,0
251,It's more apocalyptic dystopian politics from a guy who was second choice to LIZ TRUSS 😂😂😂,2022-11-30T16:12:21+0000,0
120,Spot on Bridget! 😊,2022-12-03T22:30:32+0000,2
44,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T11:04:03+0000,0
73,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:34+0000,0
83,With his money 💰 he doesn't have to worry about what happens to the country,2023-01-20T09:48:48+0000,0
121,"I am sure the Tory rat response will be; “…Take it on the chin, whilst I claim £160 a day on food expenses…” Currently more than 280 Tory MPs have claimed the full threshold of £35k of expenses on top of there £81,932 salary. Many even using partners and children as secretaries, yet have serious issues ever responding to constituents as if they never had any help to begin with 🧐. https://commonslibrary.parliament.uk/research-briefings/cbp-9148/",2023-01-08T16:44:14+0000,0
37,"Yes how awful, Labour standing up for workers rights! Imagine how much more corrupt you Tories will become once you can shaft the workers even more 🤔",2023-01-16T23:14:24+0000,0
257,🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,2022-11-30T12:24:59+0000,2
63,"Yes only because the world cup was on and it was a meager 0.1% increase, small achievements for a soon to be small party 😂",2023-01-13T11:54:49+0000,0
140,Nine laughing emojis 😪😪😪,2022-11-26T11:06:54+0000,1
114,"One in five Police Officers have declared that they are considering leaving the force because of pay conditions, like train drivers, ambulance staff, nurses, etc. Can The People NOT see that the common denominator in all of this is the Tory Government? Touting that they will recruit 20,000 Police Officers 🤣 sounds like they will not have a chance in hell of vetting these recruits sufficiently to avoid another Sarah Everard murderer from within their ranks along with other inappropriate individuals who should never be let near a Police uniform. Keep the ones you have instead of abusing them and replacing them with others.",2023-01-11T16:08:03+0000,0
109,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:35:21+0000,0
129,Will still vote Labour but unhappy with current leader.😢😢😢😢.,2022-11-27T14:00:32+0000,0
42,"Labour are so full of empty promises and bull 💩, yet some people believe this crap",2022-12-13T14:56:41+0000,0
131,Mines run out 😔,2023-01-06T22:23:49+0000,0
69,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:27+0000,0
61,Yep I have to admit my 7 year old is a regular viewer of parliament debates 🤣🤣🤣,2022-12-09T09:12:44+0000,1
124,"🟡 Let’s be frank, the NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 In recent days ambulance services across the country have declared “critical incidents”, whilst ambulance staff have been urged to conserve oxygen supplies due to a surge in demand.  🟡 Patients are dying in hospital corridors, in queuing ambulances outside A&E departments and at home because help did not arrive in time.  🟡 An undignified and unnecessary loss of life.",2023-01-07T18:20:02+0000,0
158,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:19:28+0000,0
34,"It all sounds good, but it's just paying ""lip service "" especially when Wes Streeting is STILL backing further Privatisation!!! We ONLY have the ONE pool of Doctors and they're leaving in droves...Waiting list for a Private Consultation is now over 6 weeks....🙈🙈 Gordon Brown's decision to underwrite PFI'S was a terrible decision...One that even John Major wasn't foolish enough to do 🙈🙈... We need to repeal the 2012 Health and Social care Act....We need to make fundamental changes...I have NO Faith in Labour to do this...It's All Talk!!",2022-12-14T11:31:46+0000,0
98,Merry Christmas to all the Christian believers in the world ❤️❤️❤️,2023-01-07T15:34:00+0000,2
235,I've had Christmas trees that have lasted longer than the average Tory PM... 😜,2022-12-05T17:28:47+0000,0
35,Back our campaign to clean up our precious rivers and coasts ⬇️ www.libdems.org.uk/stop-sewage,2023-01-25T17:10:31+0000,1
233,It’s a shame you let the small businesses down from the start. You need to fix the strikes going on now which will do more damage than you can imagine.  I do semi support the unions for better conditions but I think doing what they are doing now is counter productive to All working people. Maybe an idea would be a planned general strike in January forewarned and planned to send a message to the government that things need to change. This would not disrupt the average working person or small business during the festive period. After 3 years of covid restrictions and now another Christmas ruined for thousands of people who May not again be able to celebrate together.  Just a thought 💭,2022-12-03T19:50:49+0000,1
147,I have been waiting for last 7 hours after calling for emergency to 999 and all they saying they will send an ambulance my foot 😡  If NHS is total failed then stop charging us for ambulance service with council text simple ..   Total failed government,2022-12-26T23:33:46+0000,0
182,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:58+0000,0
144,Same old same old call an election 🗳,2022-12-29T16:43:14+0000,1
167,Well you f🤬kers are pure evil…,2022-12-22T12:02:03+0000,0
161,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-02T17:53:30+0000,0
68,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:25+0000,1
24,Great news. Well done. 👍,2022-12-16T09:02:35+0000,2
101,And through the portcullis window smile 😊   Great work Floella.,2023-01-12T18:24:11+0000,*
31,"All we hear from Starmer on the NHS is reform reform, reform…..now what and how is he going to reform 🤔 good luck on believing that Charlatan! Even the vile tory cheerleader Nick Ferrari is starting to look lovingly at him whenever he is on his program 🙄",2022-12-14T15:50:08+0000,*
180,Any chance of straight white male day ❤️😎,2022-11-21T21:03:56+0000,*
76,Happy New Year of the Rabbit 🐇,2023-01-22T11:27:08+0000,*
117,"Well done Labour for this post , although the wording is strange. Saint Andrew and the Kingdom of Scotland are today celebrated worldwide not just in Scotland and the disunted Kingdump. It must have taken great efforts for a Labour unionist to create this post . Hope their blood pressure and heart rate didnt rise too much in mentioning Scotland. As a Labour party member and GMB union rep who supports independence I think it's admirable us Scottish get a mention.🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",2022-11-30T20:42:53+0000,*
324,Could you not of done a face time ? & even better for them to have peace talks & stop us being dragged into this 🤔 we have a living crises here don’t you know 🤔,2022-11-19T17:41:05+0000,*
111,A sure vote winner. 🤭,2022-12-01T17:01:14+0000,*
175,Like anyone here can afford candles now 😂,2022-12-19T15:44:33+0000,*
151,"Merry Christmas, I hope you’re all celebrating like it’s 2020 🥂🥂🥂🥂",2022-12-25T17:38:00+0000,*
97,Thank you very much!  It is highly appreciated.😊,2023-01-08T07:33:16+0000,*
266,But who will protect us from Conservatives  🤔,2022-12-04T09:49:55+0000,*
232,How about helping hospitality small businesses and workers 👍,2022-12-03T09:02:46+0000,*
136,Well done indeed Rishi 👏👏👏 As you can see by the comments you have really got up the nose of the Labour Left. 👍,2022-12-31T21:52:36+0000,*
21,A very happy Chinese New Year 🙏💖,2023-01-22T14:37:18+0000,*
10,Roll on a majority Labour govt led by the outstanding Keir Starmer. Forward in 2024 🌹🌹🌹,2022-12-23T08:29:13+0000,*
60,"And when it's all done, Sturgeon will still want independance from us 🤣🤣🤣🤣🤣",2023-01-13T13:25:11+0000,*
64,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:17+0000,*
18,Really🤔🤔🤔she must be joking labour party are no longer a party for the working class.😡,2022-12-17T14:17:11+0000,*
179,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:46+0000,*
40,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! YET MORE TORY BREXITEER BROKEN PROMISES 🤡🤡🤡 Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-25T20:12:27+0000,*
151,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-03T22:53:15+0000,*
228,"🙂 France next :))) seeing them playing Poland, our boys needs to be well prepared. Not out of the woods just yet.bring it on England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",2022-12-04T21:05:34+0000,*
98,If only we could close legal tax loopholes like the one dodgy Davies used to avoid contributing to the country 😟,2023-01-13T19:04:34+0000,*
18,As a lifelong Conservative and still a paid up member I can assure you that in my opinion there are absolutely no Brexit benefits. Also the Party has split into factions and those in groups such as the ERG are extremely dangerous. In Richi Sunak we have a good Leader now but the Party is currently beyond repair😩,2023-01-23T15:14:20+0000,*
79,"The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:32:36+0000,*
173,"So agree, to all my friends ❤️",2022-12-18T16:39:07+0000,*
76,Keir will be PM in 2024! ❤️,2022-12-05T12:14:34+0000,*
189,Good Luck England🍀🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-10T18:42:33+0000,*
312,Do you know what I miss the old day's when mps used to look like they had integrity and morals but over the last few years since Boris the corruption has just got so bad its rubbed in our face's and the tories just carry on with a smirk so sad what the tories have done to this country 😢 it's on its knees,2022-11-21T15:41:59+0000,*
225,Congratulations to the team  Now finish the job 👏👏👏,2022-12-04T21:30:02+0000,*
5,"Statement from Richard Foord  Lib Dem MP of Tiverton and Honiton. 🟡🔶 after nearly 18 months of campaigning at every level across our party, we Lib Dems have finally worn down the Government on sewage.  🟡 I have just tabled an amendment to the UK Infrastructure Bank Bill, which has just been passed in the House of Commons, with the Government standing down their opposition to our campaign.  🟡 The amendment ensures that the Government’s new Infrastructure Bank will not invest in water companies unless they produce a costed and time-limited plan to end sewage discharges into local rivers.  🟡 The prospect of taxpayers' funds going to water companies who are paying their executives millions of pounds in bonuses, while permitting prolific sewage discharges is scandalous.",2023-02-01T19:54:49+0000,*
57,"we are in need of Social Care reflection also in Brighton and Hove, a number of beds are being closed for vulnerable adults, or attempting to be closed by the leaders of our council, more on who runs the council later, which appears only for financial reasons, these adults suffer a range of issues from Mental Ill Health, Substance Issues and other underlying first base and complex needs they all have experienced homelessness locally and are set to experience this again, please check for up coming news and sign any relevant paperwork( partitions) which appear, the local community are aware and have begun a campaign. 😎",2022-12-11T04:44:50+0000,*
264,Reform UK 👍🏽,2022-11-29T16:24:55+0000,*
238,It’s ok for you rich people you don’t have to explain to your children when they come down the stairs on Christmas Day and they have very little and no food on the table what a bunch off corrupt politicians you all are now do one and hurry up 2024 consecutive are history bye 👋,2022-12-03T02:58:27+0000,*
165,"Another public service that is underpaid and underfunded....the only people in public service who are over paid are politicians, especially Conservative ones...😡",2022-12-22T21:17:35+0000,*
209,Yes working on chiselling even more money out of hard working people’s pockets and frittering it away whilst ramming ever more green guff down our throats. Your the new socialist Green Party certainly not conservative. 😡,2022-12-06T09:19:10+0000,*
133,This is great its reLly gona sort the mess you lot have made of this country  i hope someone gave you a sticker 😀,2023-01-01T17:21:28+0000,*
146,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:46+0000,*
214,Labour Party is a laugh 😂 especially Keir Starmer and his women entourage haha 😂,2022-12-05T14:39:58+0000,*
41,He couldn't run a bath 😂😂😂😂😂,2023-01-16T22:42:46+0000,*
241,Of course it will 😂😂,2022-12-04T16:17:30+0000,*
105,What a moron clown 🤡! And to think pigeons still like this Tory parasite,2023-01-12T11:48:04+0000,*
282,"I wonder 🤔 if they will become unaccountable,just like the rest of the equipment and money thats been sent .......",2022-11-23T17:01:33+0000,*
56,"We need all the help we can get,well done ✅",2023-01-13T14:48:38+0000,*
40,😟🤬😞😒,2022-12-13T14:57:53+0000,*
51,And can we get an ambulance to someone who’s had a heart attack on time? I think you’ll find the average person cares much more about that 😡,2023-01-14T17:27:33+0000,*
117,Unless you're a nurse or a Train worker 🤣,2023-01-05T13:08:12+0000,*
110,I am as Labour as anyone. But pray tell me this policy that eradicates all debt? 🤔,2022-12-01T19:12:12+0000,*
161,"ALL THE VERY BEST  TO  THE LABOUR PARTY, & WE NEED A CHANGE IN GOVERNMENT, ITS TIME FOR A CHANGE & WE NEED A FRESH APPROACH, THAT MEANS  A LABOUR GOVERNMENT.🌹",2022-11-23T13:54:11+0000,*
67,"It's independence for this Scottish member of the Labour party and GMB union rep, time to scrap britain and end the disunited Kingdump it serves no purpose 🏴󠁧󠁢󠁳󠁣󠁴󠁿",2022-12-10T23:01:05+0000,*
31,Vote Labour 🗳,2023-01-18T09:41:57+0000,*
39,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:11:51+0000,*
202,Conservative record on bankrupting country 🤣🤣🤣,2022-12-07T23:05:55+0000,*
137,"The Tories do like employing morons, like a stupidity benchmark. You can actually see the moment on Camera 🎥 her brain turns off completely. https://youtu.be/-E9WhayBfDY",2023-01-06T11:32:03+0000,*
157,Congratulations to the Glorious leader on the award from Spectator… we are so proud 🥹,2022-11-24T12:28:46+0000,*
164,"No but this veteran is transporting patients, for £148pcm less than I was on as a guardsman! Am I mad? No because I signed on like the rest. You take the rough with the smooth.  30 yr old daughter now. I think we shared 12 winters together.  I’ll tell you why! Because we care. To all politicians, irrelevant wether you’re PM or MP, you’ll end up on the back of an ambulance one day. Midwife, vicar, doctor, nurse, postie, nursery, teacher, police, soldier, fireman, solicitor, ambulance, urgent care, social, private ambulance, undertaker. vicar.  That’s you’re life right there. Everyone else is a bonus!   I was once willing to give my life, for what I believed this country stood for!  Today, I’d give ve my life to protect my family, from what this country has become! 💂‍♀️",2022-12-23T22:01:25+0000,*
57,"Lots of gains for the Lib Dems 🟦🟦🟦🟦🟦   🟦🟦🟦🟦 🔹  🟦🟦🟦🟦🟦 🔷          🔷🔹🔷🔹🔷                  🟦🔹🔷🔷🔹                    🔹🔷🟦🔷🔹🔹🔹 BLUE WALL HAS COLL 🔷 PSED🔷🔹🟦         Lots of gains, from the Tories, for the Lib Dems. Parliamentary By-election victories in Chesham and Amersham, North Shropshire and now Tiverton and Honiton. Local wins include Somerset Council in the South West. Lib Dems have gained HULL from Labour.         Tories are panicking and the multiple attacks in the Lib Dems in their election broadcast. And now their Chairman Oliver Dowdon has walked the plank. 🏂 54 resignations later, Johnson has gone.            🔶🧡Yes we did set the scene.🔶🧡",2023-01-24T14:47:01+0000,*
176,Not long now till your out of power hopefully some other party might make a difference and put the working class before your rich friends who line your pockets maybe the government might do the right thing and take a pay cut in line with inflation like the rest of the country has or do you all think you are worth your pay I don’t think any of you a worth the wages us tax payers pay you 🤬🤬🤬🤬,2022-12-19T16:19:37+0000,*
145,Merry Christmas for the 1% and we have to pay for your parties now too 😂,2022-12-25T10:40:55+0000,*
52,That’s good flash it all over news and social media ! Whatever happened to keeping things private to keep the enemy guessing 😡,2023-01-14T13:55:31+0000,*
34,"Conservatives are trying to takeaway all of our rights, quite happy for huge companies like P & O to sack all their staff and March people in on a fraction of the wages, no sick pay, less holidays etc… that’s the world they want! They can find billions for bogus contracts to give to theirs pals,but not to give hard working people an honest pay rise 🤷‍♂️ People need to wake up!",2023-01-17T09:35:49+0000,*
30,I suppose this morning's snow is down to Brexit is it? 🤣🇬🇧,2023-01-18T08:59:43+0000,*
46,Good work 👏   People have the right to strike from work if they wish but they shouldn't be allowed to stop others from working. This should have been done years ago,2023-01-16T13:38:13+0000,*
