,message,created_time
421,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:33+0000
422,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:34+0000
427,"😮 Many Doctors and Nurses have left NHS direct employ because they can get better pay from agencies. 😡 The Agencies then supply them back to the NHS at a higher cost than their original salary  ➕ the Agency adds it’s fee on top. 📈 According to the Telegraph, The NHS has paid up to £2,500 a shift for nurses in order to fill staffing holes, it has been revealed.  👩‍⚕️ It’s about time we trained enough Doctors and Nurses to stop this privatisation, one nurse at a time.",2023-01-22T18:08:18+0000
431,Happy Chinese New year 🥳🎉,2023-01-22T16:03:54+0000
433,Happy New Year of the Rabbit 🐇,2023-01-22T11:27:08+0000
434,Kung Hei Fat Choy everyone 🐰🎆🎇✨️🎈🎋🎍🎎🎏🎐🎑🧧,2023-01-22T13:09:46+0000
435,🇬🇧🇪🇺🌟,2023-01-22T13:07:36+0000
436,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! YET MORE TORY BREXITEER BROKEN PROMISES 🤡🤡🤡 Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-22T13:07:10+0000
443,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:45+0000
476,"Britishvolt zaps out ⚡️❌  The pride and joy of the Government’s levelling-up agenda was, well, levelled on Tuesday when the electric car battery start-up Britishvolt went into administration. The factory in Blyth, Northumberland was meant to bring thousands of jobs and kick-start a homegrown electric car industry in the UK.",2023-01-21T08:46:28+0000
496,"Hey, at least he drove to that meeting and didn’t use the RAF as a taxi service this time 🙄",2023-01-19T22:41:14+0000
497,With his money 💰 he doesn't have to worry about what happens to the country,2023-01-20T09:48:48+0000
498,"Love that trip to Morecombe,  and covered swimming pool promise! It will certainly replace billions from EU funding! Love them "" cockells""!🤣",2023-01-20T04:39:19+0000
513,Are you really that desperate? 🤣,2023-01-20T09:26:09+0000
514,"Headline for sunak.... ""Morecombe Unwise"" 😁",2023-01-20T08:15:36+0000
517,At least he knows the difference between a man and a woman 👍🏻,2023-01-19T23:31:25+0000
542,"Now that is just not true. The High St in Rishy Sunak's constituency is being revamped🤔. So much for levelling up as opposed to buying votes then.  As for public transport, HS2 is going ahead but just not where it is needed and not by simply extending the network developed by those filthy europeans.🤔Another, very expensive mess.",2023-01-20T08:44:54+0000
566,"It has dipped by 0.2%, and is still over 10%. And this is just CPI. It is calculated against figures over the past year, of course it is levelling out 🙄  Yet the tories tell us this is a win…….let the good times roll, eh.",2023-01-18T11:44:09+0000
571,"Anyone else notice European bank rates are in good order, and their utilities are 1/3 of U.K. prices 🤔 It’s almost like U.K. companies are ripping of the public, like the fake egg shortage.",2023-01-18T20:47:54+0000
593,Animal farm was a classic 😂,2023-01-16T20:58:51+0000
639,"Staff are leaving the NHS because they can get better paid jobs elsewhere.   The ward assistants can get better pay in hospitality but more important doctors and nurses can get better pay in private practise.  It’s a vicious cycle,  ❌ It’s hard to get an appointment ❌ patients decide to go private ❌ more staff are needed in private hospitals. So wages go up. ❌ so more staff are attracted to private practise. ❌ and thus the Tories dismantle the NHS one job at a time.  There are 130,000 NHS vacancies.",2023-01-15T10:30:01+0000
640,"I am still confused, where is the £350 million per week the Tories promised for the NHS 🧐 Maybe the Tories need to provide these payments, and stop lying to the public.",2023-01-15T14:51:39+0000
663,It’s St Felix of Nola Day today. Disappointing that the Liberal Democrats have ignored that. Lost my vote 😡,2023-01-14T15:28:06+0000
664,Could’ve added Happy Lohri to the punjabis too 🤔,2023-01-14T10:03:16+0000
665,Happy celebrations for all. Lohri in North Punjab. Pongal in the South Makar Sankranti in the Western parts Uttarayan 🪁 in Gujarat,2023-01-14T13:33:33+0000
673,"We need this Tory Government to back it’s pledge for more Doctors. Funding more places for Medical Students, starting with Worcester University’s Medical School. ▶️ NHS chief Amanda Pritchard: UK must train many more doctors and nurses Health service boss demands more places in medical schools as she warns that hospitals are ‘over-reliant’ on foreign staff  #FundingPledge  #StudentNurses #MedicalStudents #NHS  #SocialCare",2023-01-14T08:30:48+0000
677,If only we could close legal tax loopholes like the one dodgy Davies used to avoid contributing to the country 😟,2023-01-13T19:04:34+0000
691,"It may come as some surprise to visitors that the Conservatives are still the Governing Party despite the chaos of five Leaders in seven years.   It is the Government who provides the Ministers who have oversight of the various Government agencies, such as the NHS.   The job of the Opposition is to Oppose, very little surprise to the rest of us. Why is it a surprise to the Tory trolls 🧌?",2023-01-13T14:10:22+0000
697,I see the Conservatives re-enacted the potted plant 🪴 on TV again. https://www.facebook.com/BBCQuestionTime/videos/526592785927952/?vh=e&extid=0,2023-01-13T12:38:54+0000
707,And through the portcullis window smile 😊   Great work Floella.,2023-01-12T18:24:11+0000
713,It’s almost like the Tories want slavery 🧐 to support there Edwardian backward thinking.,2023-01-12T11:52:07+0000
716,So these strikes are affecting Europe's deaths too?? Yeah thought not nothing to do with the NHS or strikes but something else 🤔🤔🤔 let's see what happened over the last couple of years and what everyone was forced to do....,2023-01-18T18:10:29+0000
717,"🔶🟡 Ambulance Crisis - 5 Point Winter Plan 🟡 Launch a campaign to retain, recruit and train paramedics and other ambulance service staff.  🟡 Bring forward a fully funded programme to get people who are medically well enough discharged from hospital and set up with appropriate social care and support.  🟡 In addition to getting people out of hospital so that they get care in a more comfortable setting, the number of beds in hospitals needs to be increased to end excessive handover delays for ambulances, caused by a lack of bed capacity.  🟡 Expand mental health support services to get people the appropriate care they need and reduce the number of call outs for ambulances for mental health reasons.  🟡 Pass Daisy Cooper MP’s Ambulance Waiting Times Bill into law that would require  accessible, localised reports of ambulance response times to be published. This would ensure that ‘hot spots’ with some of the longest waiting times can be identified routinely. 12 hour waits at A&E should also be published from arrival at hospital rather than the ‘decision to admit’ as is current practice, so that the true scale of the problem is clear for all to see.",2023-01-12T13:14:04+0000
730,What a moron clown 🤡! And to think pigeons still like this Tory parasite,2023-01-12T11:48:04+0000
748,Notice the Tories are more interested in blocking strikes than actually emergency taxing utility profiteers to cover the large funding hole 🕳 they created in the first place. The Tory rats don’t realise the population will strike anyway regardless of there crypto-fascist rhetoric.,2023-01-10T19:38:54+0000
753,A plan you say????? 🤣🤣🤣🤣🤣,2023-01-10T14:10:05+0000
759,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-10T14:02:38+0000
769,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:35:21+0000
780,The greatest threat to the Tories are voters 🗳 who can use the Internet and follow there legacy of NHS cuts https://nhsfunding.info/the-truth-behind-boris-johnsons-money-for-the-nhs/,2023-01-09T21:28:53+0000
781,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:09+0000
787,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:16+0000
788,"It’s almost like the Tories are copying the Russian clowns. Fabricate what is going on until serious issues occur, then just blame the commissioners and not another patriotism from the public 🤮  The Tories have cut Police budgets for years, if the Police want support they need to stop getting pictures taken with the Tory parasites, and stop closing ranks when criminals and rapists are found in there ranks.",2023-01-09T21:37:04+0000
792,"One in five Police Officers have declared that they are considering leaving the force because of pay conditions, like train drivers, ambulance staff, nurses, etc. Can The People NOT see that the common denominator in all of this is the Tory Government? Touting that they will recruit 20,000 Police Officers 🤣 sounds like they will not have a chance in hell of vetting these recruits sufficiently to avoid another Sarah Everard murderer from within their ranks along with other inappropriate individuals who should never be let near a Police uniform. Keep the ones you have instead of abusing them and replacing them with others.",2023-01-11T16:08:03+0000
795,"Bit like 40,000 *more* nurses, 20 new hospitals ... at least Rish is not putting a figure on it and claiming the absolute destruction they have wrought in 12 years will be, marginally, repaired ... *soon.*  🙄🤮",2023-01-09T09:55:20+0000
803,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:24+0000
806,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-08T21:00:08+0000
813,Not to worry.... 'Invisi Rishi' to the rescue.  Apparently 18 year olds will be required to study maths for longer... presumably so that they will be better able to count the number of patients awaiting treatment or left on trolleys in hospital corridors assuming they can actually get admitted... 😡,2023-01-09T06:41:25+0000
815,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:30+0000
818,"And just like that it appears a lot of the Conservative rats have been receiving donations from private health care companies. I wonder what the outcome would be from the Tory rats running the NHS into the ground, and the rats receiving dirty private care funding 🧐  https://www.facebook.com/100064840144175/posts/556059513232049/?vh=e&extid=0&d=n",2023-01-08T17:50:26+0000
820,"I am sure the Tory rat response will be; “…Take it on the chin, whilst I claim £160 a day on food expenses…” Currently more than 280 Tory MPs have claimed the full threshold of £35k of expenses on top of there £81,932 salary. Many even using partners and children as secretaries, yet have serious issues ever responding to constituents as if they never had any help to begin with 🧐. https://commonslibrary.parliament.uk/research-briefings/cbp-9148/",2023-01-08T16:44:14+0000
821,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:38+0000
822,So it's the governments fault that they don't know how to claim 🙄,2023-01-08T11:44:07+0000
829,"🟡 Let’s be frank, the NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 In recent days ambulance services across the country have declared “critical incidents”, whilst ambulance staff have been urged to conserve oxygen supplies due to a surge in demand.  🟡 Patients are dying in hospital corridors, in queuing ambulances outside A&E departments and at home because help did not arrive in time.  🟡 An undignified and unnecessary loss of life.",2023-01-07T18:20:02+0000
835,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:49+0000
852,"Simon if they only knew what a rubbish 💩 reception they’d get! Just got back from Cyprus, they have many refugees arriving, all made welcome, and integrating well with the locals!",2023-01-07T23:42:32+0000
854,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:57+0000
860,"And especially to Ukrainian guests being hosted, supported and made welcome in this country, many by Lib Dem members. This is a very difficult time to be away from home and loved ones. 🤗",2023-01-07T17:33:37+0000
861,"Thank you very much for your wishes 🌲 Nowadays, when Armenians are celebrating Christmas at #NagornoKarabakh, #Azerbaijan by its authoritarian regime is blockading the region for more than 30 days! Please, stand up against the #AzerbaijaniAggression ! https://m.facebook.com/story.php?story_fbid=499658095635744&id=100067746742544&sfnsn=mo&mibextid=RUbZ1f",2023-01-07T10:08:33+0000
862,🌟🎼💕,2023-01-07T09:35:34+0000
871,Mines run out 😔,2023-01-06T22:23:49+0000
879,"This week’s poll, carried out on Wednesday and Thursday, finds:  Lab 46% (+1) Con 25% (-3) 🧡🔶 Lib Dem 9% (+1) Reform 8% (+1) Green 5% (nc) SNP 4% (nc) Others 3% The drop in support for the Conservatives mirrors a drop in confidence in the government – down to net minus 25:  Confident 35% Not Confident 60%",2023-01-06T13:47:35+0000
889,What’s this ‘if the pledge is broken’ 🤔😆,2023-01-05T21:43:14+0000
900,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T20:42:06+0000
903,🤞🤞 Although Tory voters aren't known for their intelligence.,2023-01-05T18:33:55+0000
910,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T20:40:43+0000
912,"The Tories do like employing morons, like a stupidity benchmark. You can actually see the moment on Camera 🎥 her brain turns off completely. https://youtu.be/-E9WhayBfDY",2023-01-06T11:32:03+0000
922,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:49:45+0000
931,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:24+0000
942,"🟡 Rishi Sunak’s Maths Plan  The prime minister is looking at plans to ensure all pupils in England study maths in some form until the age of 18. Rishi Sunak will announce the aim in his first speech of 2023 later, which he will use to set out his priorities for the year. 🟡 This is an admission of failure from the Prime Minister on behalf of a Conservative Government that has neglected our children's education so badly. 🟡 Too many children are being left behind when it comes to maths, and that happens well before they reach 16. 🟡 The Prime Minister's words mean nothing without the extra funding and staff to make it happen. You don't need a maths A-Level to know it takes more teachers to teach maths to age 18 than to 16.  🟡 Schools are already struggling with a shortage of maths teachers, and the Conservatives have no plan to turn that around. 🟡 If Rishi Sunak is serious about reversing the Conservatives' awful record on numeracy, he should start by cancelling the planned cuts to early years education and come forward with a real plan to recruit and retain the teachers we need.",2023-01-04T15:27:59+0000
944,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:31+0000
960,"🟡 Rishi Sunak’s Maths Plan  The prime minister is looking at plans to ensure all pupils in England study maths in some form until the age of 18. Rishi Sunak will announce the aim in his first speech of 2023 later, which he will use to set out his priorities for the year. 🟡 This is an admission of failure from the Prime Minister on behalf of a Conservative Government that has neglected our children's education so badly. 🟡 Too many children are being left behind when it comes to maths, and that happens well before they reach 16. 🟡 The Prime Minister's words mean nothing without the extra funding and staff to make it happen. You don't need a maths A-Level to know it takes more teachers to teach maths to age 18 than to 16.  🟡 Schools are already struggling with a shortage of maths teachers, and the Conservatives have no plan to turn that around. 🟡 If Rishi Sunak is serious about reversing the Conservatives' awful record on numeracy, he should start by cancelling the planned cuts to early years education and come forward with a real plan to recruit and retain the teachers we need.",2023-01-04T14:28:31+0000
966,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:38+0000
973,"He is such a twonk.  Kids are not “left behind” because they don’t learn how to do quadratic equations 🤷‍♂️  For most people, the maths they learn early in school is enough. For a significant portion, further maths does not help them and they never learn it.  Lets face it, who actually uses algebra in real life? (Sadly I do, but I am an exception rather than the norm).  But this ridiculous little man can only see finance as a relative industry. You don’t need maths, beyond basics, to bake a cake. You don’t actually need that much to drive a car or train.   Extra maths won’t solve the country’s problems.",2023-01-04T11:41:36+0000
975,"Well I couldn’t get a nhs appointment at the dentist, so when visiting my parents in Cyprus, I got it fixed, well worth the €40! Sat outside Q.E hospital at King Lynn today 15 plus ambulances parked outside, this government should be ashamed, they’ve had 12 years to sort it out, it’s just got worse! Everything this government has touched has turned to 💩",2023-01-03T19:42:58+0000
981,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:46+0000
984,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-04T03:50:51+0000
986,Maybe you'll be going to hospital for your flu too??? 🤡🤡🤡🤡🤡,2023-01-03T17:03:32+0000
988,"Foreign holidays,  in the current climate?  How very lib dem,  how very deluded it of touch lib dems of you! 🤡🤡🤡🤡🤡",2023-01-03T17:02:59+0000
996,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:54+0000
997,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-03T22:53:15+0000
998,REJOIN 🇬🇧🇪🇺🌟,2023-01-03T22:53:45+0000
1002,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:22:10+0000
1003,Somerset Unionist Party 🎉 🎉 🎉,2023-01-03T11:51:50+0000
1019,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:02+0000
1024,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:45:30+0000
1026,"🗳️ Advantages of Proportional Representation (PR) * Moving to PR would give minority parties and independent candidates a better chance of winning seats in Parliament. * Candidates would be elected in the basis of a proportion of the votes cast rather than less than 50%.  * Voters would have a choice of representatives more sympathetic to their political views and social condition.  * PR ensures that the parties would have to appeal to their core supporters, rather than a small number of so called ‘swing voters’ in marginal seats. It means electors can vote for their real preference rather that picking the least worst. * It could be argued that PR delivers fairer treatment of minority parties and independent candidates * Under PR fewer votes are ‘wasted’ as more people’s preferences are taken into account * PR potentially offers greater and more-representative choice for voters. * PR may encourage turn-out and reduce apathy. * PR rarely produces an absolute majority for one party, however, it could be argued that PR ensures greater continuity of government and requires greater consensus in policy-making.",2023-01-03T11:11:04+0000
